paper,year,month,title,outlet
w0917,1982,6,"Federal Reserve Policy, Interest Rate Volatility, and the U.S. Capital Raising Mechanism",2
w0918,1982,6,The Economics of Mortgage Terminations: Implications for Mortgage Lenders and Mortgage Terms,2
w0919,1982,6,Domestic Tax Policy and the Foreign Sector: The Importance of Alternative Foreign Sector Formulations to Results from a General Equilibrium,3
w0920,1982,6,Unemployment Insurance and Labor Force Transitions,3
w0921,1982,6,International Interest-Rate and Price-Level Linkages Under Flexible Exchange Rates: A Review of Recent Evidence,3
w0922,1982,6,Investing for the Short and the Long Term,3
w0923,1982,6,Trade Structure and Transmission of Inflation: Theory and Japanese Experience,NA
w0924,1982,7,Who Owns the Assets in a Defined Benefit Pension Plan,3
w0925,1982,7,LDC Borrowing with Default Risk,2
w0926,1982,7,Effects of U.S. Monetary Restraint on the DM-$ Exchange Rate and the German Economy,3
w0927,1982,7,Economic Implications of ERISA,3
w0928,1982,7,Public Policy and Employment Discrimination in the U.S.,3
w0929,1982,7,Taxes and the User Cost of Capital for Owner-Occupied Housing,2
w0930,1982,7,Consumption During Retirement: The Missing Link in the Life Cycle,2
w0931,1982,7,"Investment in R&D, Costs of Adjustment and Expectations",3
w0932,1982,7,The Optimal Use of Fines and Imprisonment,2
w0933,1982,7,Estimating Distributed Lags in Short Panels with an Application to the Specification of Depreciation Patterns and Capital Stock Constructs,1
w0934,1982,7,The American Fiscal Deficit: Facts and Effects,2
w0935,1982,7,Optimal Funding and Asset Allocation Rules for Defined-Benefit Pension Plans,3
w0936,1982,7,A Framework for Monetary and Banking Analysis,2
w0937,1982,7,"Products Liability, Consumer Misperceptions, and Market Power",2
w0938,1982,7,"Pension Funding Decisions, Interest Rate Assumptions and Share Prices",3
w0939,1982,7,Torts in Which Victim and Injurer Act Sequentially,2
w0940,1982,7,Minimum Hours Constraints and Retirement Behavior,2
w0941,1982,7,The Leading Indicator Approach to Economic Forecasting--Retrospect and Prospect,2
w0942,1982,7,"World Shocks, Macroeconomic Response, and the Productivity Puzzle",3
w0943,1982,7,Are Inflation Rates Different for the Elderly?,2
w0944,1982,7,Pensions as Severance Pay,3
w0945,1982,7,"Bubbles, Rational Expectations and Financial Markets",3
w0946,1982,7,Cost Implications of Hospital Unionization: A Behavioral Analysis,2
w0947,1982,7,Domestic Saving and International Capital Movements in the Long Run and the Short Run,2
w0948,1982,7,Are High Income Individuals Better Stock Market Investors?,NA
w0949,1982,7,"A Synthesis of Keynesian, Monetary, and Portfolio Approaches to Flexible Exchange Rates",2
w0950,1982,8,General Equilibrium and Business Cycles,3
w0951,1982,8,Tax Effects on the Allocation of Capital Among Sectors and Among Individuals: A Portfolio Approach,NA
w0952,1982,8,Long Run Trends in Patenting,3
w0953,1982,8,"OSHA Enforcement, Industrial Compliance and Workplace Injuries",2
w0954,1982,8,The Theory of Local Public Goods Twenty-Five Years After Tiebout: A Perspective,3
w0955,1982,8,"Taxes, Firm Financial Policy and the Cost of Capital: An Empirical Analysis",2
w0956,1982,8,Valuing Pensions (Annuities) with Different Types of Inflation Protection in Total Compensation Comparisons,2
w0957,1982,8,"Pension Funding, Pension Asset Allocation, and Corporate Finance: Evidence From Individual Company Data",3
w0958,1982,8,The Reaction of Stock Prices to Unanticipated Changes in Money,2
w0959,1982,8,Optimal Currency Diversification for a Class of Risk Averse International Investors,2
w0960,1982,8,International Portfolio Diversification: Short-Term Financial Assets and Gold,3
w0961,1982,8,Comparing Productivity Growth: An Exploration of French and U.S. Industrial and Firm Data,2
w0962,1982,8,Pension Wealth and Household Savings: Tests of Robustness,2
w0963,1982,8,"Exchange Rates, Inflation and the Sterilization Problem: Germany, 1975-1981",2
w0964,1982,8,The Economic Effects of Government Expenditures,NA
w0965,1982,8,Government Debt and Private Leverage: An Extension of the Miller Theorem,2
w0966,1982,8,The Fiscal Framework of Monetary Policy,2
w0967,1982,8,Tax Policy and Foreign Direct Investment in the United States,2
w0968,1982,8,An Extended Accelerator Model of R&D and Physical Investment,3
w0969,1982,8,The Welfare Cost of Social Security's Impact on Private Saving,3
w0970,1982,8,The Optimal Level of Social Security Benefits,1
w0971,1982,8,"Anticipations, Recessions and Policy: An Intertemporal Disequilibrium Model",2
w0972,1982,8,A Theory of Expropriation and Deviations From Perfect Capital Mobility,2
w0973,1982,9,A Transactions Based Model of the Monetary Transmission Mechanism: Part 1,1
w0974,1982,8,A Transactions Based Model of the Monetary Transmission Mechanism: Part 2,1
w0975,1982,9,Unemployment with Observable Aggregate Shocks,1
w0976,1982,9,Life-Cycle Effects on Consumption and Retirement,2
w0977,1982,9,Labor Force Participation: Timing and Persistence,1
w0978,1982,9,A Monetary Equilibrium Model with Transactions Costs,1
w0979,1982,9,Are Unemployment and Out of the Labor Force Behaviorally Distinct Labor Force States?,2
w0980,1982,9,Monetary Policy with a Credit Aggregate Target,2
w0981,1982,9,Production Technology Differences Between Canadian-Owned and Foreign-Owned Firms Using Translog-Production Functions,NA
w0982,1982,9,Issues in the Coordination of Monetary and Fiscal Policy,2
w0983,1982,9,Equilibrium and Disequilibrium Exchange Rates,2
w0984,1982,9,"Covered Interest Parity, Uncovered Interest Parity, and Exchange Rate Dynamics",2
w0985,1982,9,Union Wage Settlements During a Disinflation,1
w0986,1982,9,Social Security and Labor Supply Incentives,2
w0987,1982,9,"Inflation, Monetary Velocity, and Welfare",1
w0988,1982,9,Identification in Tax-Price Regression Models: The Case of Charitable Giving,2
w0989,1982,9,The Role of Overlapping-Generations Models in Monetary Economics,2
w0990,1982,9,"Unionization and Firm Performance: The Impact on Profits, Growth and Productivity",1
w0991,1982,9,"Oil Prices, Welfare and the Trade Balance: An Intertemporal Approach",1
w0992,1982,9,On Variable Capital Utilization and International Trade Theory,2
w0993,1982,9,Money Surprises and Short-Term Interest Rates: Reconciling Contradictory Findings,2
w0994,1982,9,Do We Really Know That Financial Markets Are Efficient?,2
w0995,1982,9,"Tax Policy, the Rate of Return, and Savings",1
w0996,1982,10,"Arbitrage, Factor Structure, and Mean-Variance Analysis on Large Asset Markets",1
w0997,1982,10,Adjustment to Expected and Unexpected Oil Price Changes,2
w0998,1982,10,Cost-of-Living Adjustment Clauses in Union Contracts,2
w0999,1982,10,Factor Trade and Goods Trade,2
w1000,1982,10,Partial Retirement and Wage Profiles of Older Workers,2
w1001,1982,10,The Response of Short-Term Interest Rates to Weekly Money Announcements,2
w1002,1982,10,Sex-Related Wage Differentials and Women's Interrupted Labor Careers--The Chicken or the Egg,2
w1003,1982,10,Money and the Terms of Trade,2
w1004,1982,10,An Optimal Taxation Approach to Fiscal Federalism,1
w1005,1982,10,"Profitability, Employment and Structural Adjustment in France",2
w1006,1982,10,The Determination of the Union Status of Workers,1
w1007,1982,10,The Transition from School to Work: The Experiences of Blacks and Whites,2
w1008,1982,10,The Diffusion of Innovations: A Methodological Reappraisal,2
w1009,1982,10,Recent Trends in U.S. Trade and Investment,3
w1010,1982,10,"The Natural-Rate Hypothesis, the Rational-Expectations Hypothesis, and the Remarkable Survival of Non-Market-Clearing Assumptions",2
w1011,1982,7,Unemployment Insurance and Reservation Wages,2
w1012,1982,11,Moving and Housing Expenditure: Transaction Costs and Disequilibrium,2
w1013,1982,11,The Proper Measurement of Government Budget Deficits: Comprehensive Wealth Accounting or Permanent Income Accounting for the Public Sector,2
w1014,1982,11,Optimal Financial Aid Policies for a Selective University,2
w1015,1982,11,Dynamic Factor Demands Under Rational Expectations,2
w1016,1982,11,"Research and Development, Utilization and Labor Requirements: A Dynamic Analysis",1
w1017,1982,11,Financing and Investment in Plant and Equipment and Research and Development,3
w1018,1982,11,The U.S. Productivity Slowdown: A Case of Statistical Myopia,1
w1019,1982,11,The Value of Waiting to Invest,1
w1020,1982,11,The Impact of Public Health Policy: The Case of Community Health Centers,2
w1021,1982,11,Empirical Studies of Macroeconomic Interdependence,3
w1022,1982,11,Swedish Firms Acquired by Foreigners: A Comparison of Before and After Takeover,NA
w1023,1982,11,Observations on the Indexation of Old Age Pensions,3
w1024,1982,11,Issues in the Measurement and Determinants of Business Saving,2
w1025,1982,11,The Theory of Excess Burden and Optimal Taxation,3
w1026,1982,11,"Taxation, Corporate Financial Policy and the Cost of Capital",2
w1027,1982,11,Investment versus Savings Incentives: The Size of the Bang for the Buck and the Potential for Self-Financing Business Tax Cuts,1
w1028,1982,11,On Choosing a Flat-Rate Income Tax Schedule,2
w1029,1982,11,Labor Force Entry and Exit of Older Men: A Longitudinal Study,2
w1030,1982,11,The Effects of Government Regulation on Teenage Motor Vehicle Mortality,NA
w1031,1982,11,Crime and the Labor Market,NA
w1032,1982,11,On the Adequacy or Inadequacy of Keynesian Balance-of-Payments Theory: A Rejoinder,NA
w1033,1982,11,"Money, Credit and Nonfinancial Economic Activity: An Empirical Study of Five Countries",NA
w1034,1982,11,Towards an Explanation of National Price Levels,1
w1035,1982,11,Flexible Exchange Rates and Interdependence,2
w1036,1982,12,Government Policies and the Allocation of Capital Between Residential and Industrial Uses,2
w1037,1982,12,U.S.-Owned Affiliates and Host-Country Exports,NA
w1038,1982,12,"Adjustment Costs, Durables, and Aggregate Consumption",2
w1039,1982,12,The Gold Standard and the Bank of England in the Crisis of 1847,2
w1040,1982,12,Life Insurance Savings and the After-Tax Life Insurance Rate of Return,2
w1041,1982,12,The Employment and Wage Effects of Import Competition in the United States,2
w1042,1982,12,Elasticities of Demand for Educated Labor and Elasticities of Supply of Educated Labor,NA
w1043,1982,12,The Welfare Cost of Distortions in the United States Tax System: A General Equilibrium Approach,1
w1044,1982,12,The Role of Expectations in the Choice of Monetary Policy,2
w1045,1982,12,Malfeasance in Long Term Employment Contracts: A New General Model with an Application to Unionism,NA
w1046,1982,12,Real Wages and the Terms of Trade: Alternative Indexation Rules for an Open Economy,2
w1047,1982,12,The Real Interest Rate: A Multi-Country Empirical Study,2
w1048,1982,12,Are Real Interest Rates Equal Across Countries? An Empirical Investigation of International Parity Conditions,2
w1049,1982,12,Why Money Announcements Move Interest Rates: An Answer from the Foreign Exchange Market,2
w1050,1982,12,Macroeconomics After a Decade of Rational Expectations: Some Critical Issues,2
w1051,1982,12,Do Asset-Demand Functions Optimize over the Mean and Variance of Real Returns? A Six-Currency Test,2
w1052,1982,12,On the Monetization of Deficits,3
w1053,1982,12,The Accuracy of Individual and Group Forecasts from Business Outlook Surveys,2
w1054,1983,1,Non-Monetary Effects of the Financial Crisis in the Propagation of the Great Depression,1
w1055,1983,1,Youth Employment in the Seventies: The Changing Circumstances of Young Adults,3
w1056,1983,1,Petrodollars and the Differential Growth Performance of Industrial and Middle-Income Countries in the 1970s,NA
w1057,1983,1,On the Relevance or Irrelevance of Public Financial Policy,3
w1058,1983,1,"The Taxation of Income from Capital: A Comparative Study of the U.S., U.K., Sweden, and West Germany--The Theoretical Framework--",3
w1059,1983,1,Rational Asset Price Bubbles,2
w1060,1983,1,Measuring the Average Marginal Tax Rate from the Individual Income Tax,2
w1061,1983,1,Technical Problems in Social Experimentation: Cost versus Ease of Analysis,3
w1062,1983,1,Supplemental Social Insurance and the Health of the Poor,NA
w1063,1983,1,"The Demand for International Reserves and Exchange Rate Adjustments: The Case of LDCs, 1964-1972",2
w1064,1983,1,"Floating Exchange Rates, Expectations and New Information",2
w1065,1983,1,The Short-Run Relation Between Inflation and Growth in Latin America,1
w1066,1983,1,Modeling Deviations from Purchasing Power Parity (PPP),2
w1067,1983,1,Monetary Policy: Domestic Targets and International Constraints,1
w1068,1983,1,Productivity and R&D at the Firm Level in French Manufacturing,3
w1069,1983,1,Retirement Flows,2
w1070,1983,1,Rational Expectations and Macroeconomic Forecasts,2
w1071,1983,1,Is Optimism Good in a Keynesian Economy?,2
w1072,1983,1,"The Relationship Between Diet, Parent""s Fatness, and Obesity in Children and Adolescents",NA
w1073,1983,2,"The Taxation of Income from Capital: A Comparative Study of the U.S., U.K., Sweden and West Germany--Comparisons of Effective Tax Rates--",3
w1074,1983,2,World Equilibrium with Oil Price Increases: An Intertemporal Analysis,2
w1075,1983,2,International Capital Movements Under Uncertainty,1
w1076,1983,2,"Planning the Consumption Goods Market: Preliminary Disequilibrium Estimates for Poland, 1955-1980",3
w1077,1983,2,"Money, Real Interest Rates, and Output: A Reinterpretation of Postwar U.S. Data",1
w1078,1983,2,"Deficits, Crowding Out and Inflation: The Simple Analytics",NA
w1079,1983,2,"Rules, Discretion and Reputation in a Model of Monetary Policy",2
w1080,1983,2,A General Equilibrium Simulation Study of Subsidies to Municipal Expenditures,2
w1081,1983,2,"Demand Variability, Supply Shocks and the Output-Inflation Tradeoff",2
w1082,1983,2,Asset Substitutability and the Impact of Federal Deficits,3
w1083,1983,2,Deficits and Intergenerational Welfare in Open Economies,2
w1084,1983,3,"Money, Credit Constraints, and Economic Activity",1
w1085,1983,3,Length of Service and the Operation of Internal Labor Markets,2
w1086,1983,3,"Length of Service, Terminations and the Nature of the Employment Relationship",2
w1087,1983,3,"Currency Inconvertibility, Portfolio Balance and Relative Prices",2
w1088,1983,3,Tax Analysis in an Oligopoly Model,2
w1089,1983,3,Optimal Price and Inventory Adjustment in an Open-Economy Model of the Business Cycle,1
w1090,1983,3,The Structure of Expectations of the Weekly Money Supply Announcement,2
w1091,1983,3,Inflation and the Role of Bonds in Investor Portfolios,3
w1092,1983,3,A Skeptical Note on the New Econometrics,3
w1093,1983,3,Causality and Innovations Between Fertility and Infant Mortality,2
w1094,1983,3,Some Aspects of the Taxation of Capital Gains,2
w1095,1983,3,Unemployment and Insurance,2
w1096,1983,3,Economic Incentives to Retire: A Qualitative Choice Approach,NA
w1097,1983,3,Real and Financial Decisions of a Firm with Bankruptcy and Default: An Integration,2
w1098,1983,3,U.S. Antidumping Policies: The Case of Steel,3
w1099,1983,3,"The New Nexus among Trade, Industrial and Exchange-Rate Policies",3
w1100,1983,3,Intertemporal Price Speculation and the Optimal Current-Account Deficit,2
w1101,1983,3,Trade in Goods and Factors with International Differences in Technology,2
w1102,1983,3,Taxes and Labor Supply,1
w1103,1983,4,Balance-of-Payments Crises and Devaluation,2
w1104,1983,4,Characteristics of U.S. Manufacturing Companies Investing Abroad and their Choice of Production Locations,NA
w1105,1983,4,A Relationship Between Regression Tests and Volatility Tests of Market ncy,2
w1106,1983,4,"On the Relevance or Irrelevance of Public Financial Policy: Indexation, Price Rigidities and Optimal Monetary Policy",3
w1107,1983,4,Adjustment to Monetary Policy and Devaluation Under Two-Tier and Fixed Exchange Rate Regimes,2
w1108,1983,4,Wage Flexibility and Openness,1
w1109,1983,4,Survey Response Variation in the Current Population Survey,2
w1110,1983,4,"The Desirability of a Dollar Appreciation, Given a Contractionary U.S. Monetary Policy",2
w1111,1983,4,Uncertain Parameter Values and the Choice Among Policy Options,2
w1112,1983,4,"Empirical Studies of Exchange Rates: Price Behavior, Rate Determination and Market Efficiency",3
w1113,1983,4,Are Asset Demand Functions Determined by CAPM?,2
w1114,1983,5,Monetary Instruments and Policy Rules in a Rational Expectations Environment,2
w1115,1983,5,The Theorems of International Trade with Factor Mobility,2
w1116,1983,5,The Impact of Right-to-Work Laws on Union Organizing,1
w1117,1983,5,Stabilization Policies in Open Economies,3
w1118,1983,5,International Liquidity and Monetary Control,3
w1119,1983,5,"Supply Shocks, Wage Stickiness, and Accommodation",2
w1120,1983,5,International Balance of Payments Financing and Adjustment,3
w1121,1983,5,"Commodity Prices, Overshooting, Money Surprises, and Fed Credibility",2
w1122,1983,5,The Present Value of Profits and Cyclical Movements in Investment,1
w1123,1983,5,Which Effective Tax Rate?,2
w1124,1983,5,Services in the Domestic Economy and in World Transactions,3
w1125,1983,5,Defining a Unitary Business: An Economist's View,3
w1126,1983,5,Incentive Effects of Pensions,3
w1127,1983,5,Monetary Policy in the Large Open Economy,3
w1128,1983,5,The Economics of Retirement Behavior,2
w1129,1983,5,Current Account Dynamics and the Terms of Trade: Harberger-Laursen-Metzler Two Generations Later,1
w1130,1983,5,The Substitutability of Debt and Equity Securities,3
w1131,1983,5,Interpreting Ex-Dividend Evidence: The Citizens Utilities Case Reconsidered,2
w1132,1983,5,The Effect of Risk on the Firm's Optimal Capital Stock: A Note,2
w1133,1983,5,Seasonal Adjustment with Measurement Error Present,2
w1134,1983,6,The Changing Relationship Between Aggregate Price and Output: The British Experience,2
w1135,1983,6,A Model of Exchange-Rate Determination with Policy Reaction: Evidence from Monthly Data,NA
w1136,1983,6,Right-to-Work Laws and the Extent of Unionization,2
w1137,1983,6,Capital Structure Change and Decreases in Stockholders' Wealth: A Cross-Sectional Study of Convertible Security Calls,3
w1138,1983,6,"The Forward Exchange Market, Speculation, and Exchange Market Intervention",1
w1139,1983,6,Unionization and Productivity in Office Building and School Construction,2
w1140,1983,6,What Are the Determinants of Delayed Childbearing and Permanent Childlessness in the United States?,2
w1141,1983,6,Why Are Real Interest Rates So High?,2
w1142,1983,6,Debt and Equity Yields: 1926-80,3
w1143,1983,6,Contingent Claims Valuation of Corporate Liabilities: Theory and Empirical Tests,3
w1144,1983,6,"Shunto, Rational Expectations, and Output Growth in Japan",2
w1145,1983,6,Investment Patterns and Financial Leverage,3
w1146,1983,6,Life-Cycles in Income and Wealth,2
w1147,1983,6,Inflexible Relative Prices and Price Level Inertia,NA
w1148,1983,6,Consumer Durables and the Real Interest Rate,2
w1149,1983,6,Models of Arbitrator Behavior: Theory and Evidence,1
w1150,1983,6,Wage Contracts with Incomplete and Costly Information,NA
w1151,1983,6,Real Determinants of Corporate Leverage,3
w1152,1983,6,The Dynamic Effects of Tax Law Asymmetries,1
w1153,1983,6,Inflation and Labor-Market Adjustment,2
w1154,1983,6,Moral Hazard and Optimal Commodity Taxation,2
w1155,1983,6,The Distributional Impact of Social Security,3
w1156,1983,6,The Economics of Price Scissors,1
w1157,1983,6,Financial Innovation and the Control of Monetary Aggregates: Some Evidence from Canada,2
w1158,1983,6,Raids and Imitation,2
w1159,1983,6,"Case Mix, Costs, and Outcomes: Differences Between Faculty and Community Services in a University Hospital",2
w1160,1983,6,A Linearized Version of Lucas's Neutrality Model,2
w1161,1983,6,"Housing Subsidies: Effects on Housing Decisions, Efficiency, and Equity",3
w1162,1983,6,"On Low-Frequency Estimates of ""Long-Run"" Relationships in Macroeconomics",2
w1163,1983,6,Variable Earnings and Nonlinear Taxation,2
w1164,1983,7,"Unionism, Price-Cost Margins, and the Return to Capital",NA
w1165,1983,7,The Equilibrium Approach to Labor Markets,2
w1166,1983,7,International Policy Coordination in a Dynamic Macroeconomic Model,NA
w1167,1983,7,"The Level and Volatility of Interest Rates in the United States: The Roles of Expected Inflation, Real Rates, and Taxes",3
w1168,1983,7,"Housing Tenure, Uncertainty, and Taxation",2
w1169,1983,7,"Changes in the Balance Sheet of the U.S. Manufacturing Sector, 1926-1977",3
w1170,1983,7,Wage Indexation and Exchange Market Intervention in a Small Open Economy,2
w1171,1983,7,Consensus and Uncertainty in Economic Prediction,1
w1172,1983,7,LDC's Foreign Borrowing and Default Risk: An Empirical Investigation,1
w1173,1983,8,Exchange Rate Dynamics With Sluggish Prices Under Alternative Price-Adjustment Rules,2
w1174,1983,8,"International Trade, Foreign Investment, and the Formation of the Entrepreneurial Class",1
w1175,1983,8,The Implications of an Endogenous Money Supply for Monetary Neutrality,2
w1176,1983,8,Optimal Stock Trading with Personal Taxes: Implications for Prices and the Abnormal January Returns,2
w1177,1983,8,A Theory of Current Account and Exchange Rate Determinations,2
w1178,1983,8,A Model of Exchange-Rate Determination with Policy Reaction: Evidence From Monthly Data,3
w1179,1983,8,Public Sector Labor Markets,3
w1180,1983,8,An Investigation of Risk and Return in Forward Foreign Exchange,2
w1181,1983,8,"Monetary Policy Regimes, Expected Inflation, and the Response of Interest Rates to Money Announcements",1
w1182,1983,8,"Macroeconomic Planning and Disequilibrium: Estimates for Poland, 1955-1980",1
w1183,1983,8,Arbitrator Decision Making: When Are Final Offers Important?,2
w1184,1983,8,Optimal Bond Trading with Personal Taxes: Implications for Bond Prices and Estimated Tax Brackets and Yield Curves,2
w1185,1983,8,"Stagflation and Productivity Decline in Canada, 1974-1982",2
w1186,1983,8,"Risk, Inflation, and the Stock Market",1
w1187,1983,8,Capital Controls and Covered Interest Parity,2
w1188,1983,8,The Spatial Mismatch Hypothesis: Are There Teenage Jobs Missing in the Ghetto?,3
w1189,1983,8,Theoretical Issues in International Borrowing,NA
w1190,1983,8,The Economy of Israel,2
w1191,1983,8,Years of Service and Probability of Promotion,2
w1192,1983,8,International R&D Rivalry and Industrial Strategy,1
w1193,1983,8,Trade Warfare: Tariffs and Cartels,2
w1194,1983,8,A 'Reciprocal Dumping' Model of International Trade,2
w1195,1983,8,Activist Monetary Policy and Exchange Rate Overshooting: The Deutsche Mark/Dollar Rate,2
w1196,1983,8,Optimal and Time Consistent Exchange Rate Management in an Overlapping Generations Economy,2
w1197,1983,9,The Profitability of Currency Speculation,2
w1198,1983,9,A Technique for Indicating Comparative and Perdicting Changes in Trade Ratios,2
w1199,1983,9,Slipping into and out of Poverty: The Dynamics of Spells,2
w1200,1983,9,Accumulation of Property by Southern Blacks Before World War I: Comment and Further Evidence,1
w1201,1983,9,Average Marginal Tax Rates U.S. Household Interest and Dividend Income 1954-80,NA
w1202,1983,9,Forecasting and Conditional Projection Using Realistic Prior Distributions,2
w1203,1983,9,A Simple Account of the Behavior of Long-Term Interest Rates,1
w1204,1983,9,Rewards to Continued Work: The Economic Incentives For Postponing Retirement,3
w1205,1983,9,A Test of Portfolio Crowding-Out and Related Issues in Finance,1
w1206,1983,9,"Economic Development, Infant Mortality, and Their Dynamics in Latin America",NA
w1207,1983,9,Longitudinal Analyses of the Effects of Trade Unions,2
w1208,1983,9,Recent Perspectives in and on Macroeconomics,3
w1209,1983,10,Managing the U.S. Government Deficit in the 1980s,3
w1210,1983,10,Using Monetary Control to Dampen the Business Cycle: A New Set of First Principles,3
w1211,1983,10,Automobile Prices and Quality: Did the Gasoline Price Increase Change Consumer Tastes in the U.S.?,2
w1212,1983,10,Social Security Reform and Labor Supply,2
w1213,1983,10,Capital Allocation in Multi-Division Firms: Hurdle Rates vs. Budgets,2
w1214,1983,10,Average Marginal Tax Rates from Social Security and the Individual Income Tax,2
w1215,1983,10,"Taxes, Default Risk, and Yield Spreads",2
w1216,1983,10,"Sticky Prices, Money and Business Fluctuations",2
w1217,1983,10,Corporate Pension Policy and the Value of PBGC Insurance,2
w1218,1983,10,Liability for Harm Versus Regulation of Safety,2
w1219,1983,10,Uncertainty Over Causation and the Determination of Civil Liability,2
w1220,1983,10,A Model of the Socially Optimal Use of Liability and Regulation,2
w1221,1983,10,The Conduct of Domestic Monetary Policy,3
w1222,1983,10,Economic and Statistical Analysis of Discrimination in Hiring,2
w1223,1983,10,Modeling Individuals' Behavior: Evaluation of a Policymaker's Tool,2
w1224,1983,11,Rational Expectations Models in Macroeconomics,2
w1225,1983,11,Optimal Stabilization Rules in a Stochastic Model of Investment with Gestation Lags,3
w1226,1983,11,"Unions, Pensions, and Union Pension Funds",3
w1227,1983,11,Patents and R&D: Searching for a Lag Structure,2
w1228,1983,11,U.S. International Trade Policies in a World of Industrial Change,2
w1229,1983,11,"The Social Cost of Labor, and Project Evaluation: A General Approach",2
w1230,1983,11,Exchange-Rate Dynamics,3
w1231,1983,11,Food Stamps as Money and Income,1
w1232,1983,11,The Theory of Optimum Deficits and Debt,2
w1233,1983,11,"Openness, Relative Prices and Macro Policies",2
w1234,1983,11,Public Opinion and the Balanced Budget,1
w1235,1983,11,Inflation and Growth,NA
w1236,1983,11,Optimal Trade and Industrial Policy Under Oligopoly,1
w1237,1983,11,A Structural Retirement Model,1
w1238,1983,11,"Does Knowledge Intensity Matter? A Dynamic Analysis of Research and Development, Capital Utilization and Labor Requirements",NA
w1239,1983,11,"Uncertainty, Welfare Cost, and the 'Adaptability' of U.S. Corporate Taxes",2
w1240,1983,11,"Anti-Discrimination or Reverse Discrimination: The Impact of Changing Demographics, Title VII and Affirmative Action on Productivity",2
w1241,1983,11,Taxation and the Location of U.S. Investment Abroad,NA
w1242,1983,12,International Capital Mobility and the Coordination of Monetary Rules,3
w1243,1983,12,The Forecasting Ability of Money Market Fund Managers and its Economic Value,NA
w1244,1983,12,"Activist Monetary Policy, Imperfect Capital Mobility, and the Overshooting Hypothesis",2
w1245,1983,12,The Welfare Effects of Trade and Capital Market Liberalization: Consequences of Different Sequencing Scenarios,2
w1246,1983,12,The Effects of Interest Rates on Mortgage Prepayments,2
w1247,1983,12,The Economics of Saving,3
w1248,1983,12,Earnings and Dividend Announcements is there a Corroboration Effect?,2
w1249,1983,12,Trade Unions and Productivity: Some New Evidence on an Old Issue,2
w1250,1983,12,"Annuity Markets, Savings, and the Capital Stock",3
w1251,1983,12,Life-Cycle Labor Force Participation of Married Women: Historical Evidence and Implications,2
w1252,1983,12,Costs and Benefits of an Anti-Inflationary Policy: Questions and Issues,3
w1253,1983,12,Tariff Liberalization Policy and Financial Restrictions,2
w1254,1983,12,"Imported Materials Prices, Wage Policy, and Macroeconomic Stabilization",2
w1255,1984,1,Real Exchange Rate Effects of Fiscal Policy,NA
w1256,1984,1,"Occupation, Race, Unemployment and Crime In a Dynamic System",NA
w1257,1984,1,Can The Production Smoothing Model of Inventory Behavior be Saved?,1
w1258,1984,1,The Federal Civil Service Retirement System: An Analysis of its Financial Condition and Current Reform Proposals,3
w1259,1984,1,"Restriced Cost Functions and the Rate of Return to Quasi-Fixed Factors, with an Application to R&D and Capital in the Bell System",2
w1260,1984,1,Work Incentive Effects of Taxing Unemployment Benefits,1
w1261,1984,1,Military Enlistments: What Can We Learn From Geographic Variation?,1
w1262,1984,1,Incentive Effects of Taxes on Income From Capital: Alternative Policies in the 1980's,3
w1263,1984,1,Air Pollution and Lost Work,NA
w1264,1984,1,"R&D, Production Structure, and Productivity Growth in the U.S., Japanese and German Manufacturing Sectors",2
w1265,1984,1,"Current and Anticipated Deficits, Interest Rates and Economic Activity",2
w1266,1984,1,"Fiscal Policies, Debt, and International Economic Interdependence",2
w1267,1984,1,Trading and the Tax Shelter Value of Depreciable Real Estate,2
w1268,1984,1,"Expectations, Surprises and Treasury Bill Rates: 1960-82",2
w1269,1984,1,"""Though Much is Taken"" -- Reflections on Aging, Health, and Medical Care",2
w1270,1984,1,Employment and Occupational Advance Under Affirmative Action,2
w1271,1984,2,Family Labor Supply With Taxes,1
w1272,1984,2,Lessons from the 1979-1982 Monetary Policy Experiment,1
w1273,1984,2,The Behavior of U.S. Short-Term Interest Rates Since October 1979,2
w1274,1984,2,The Interaction of Residential Segregation and Employment Discrimination,2
w1275,1984,2,Accounting For The Decline in Union Membership,2
w1276,1984,2,Black Youth Nonemployment: Duration and Job Search,2
w1277,1984,2,Monetarist Rules in the Light of Recent Experience,1
w1278,1984,2,Unanticipated Money and Interest Rates,1
w1279,1984,2,Optimal Wage Re-Negotiation,2
w1280,1984,2,Incentives for Diversification and the Structure of the Conglomerate Firm,2
w1281,1984,2,"Exchange Rate Dynamics with Sticky Prices: The Deutsch Mark, 1974-1982",2
w1282,1984,3,Trade and Structural Interdependence Between the U.S. and the NICs,3
w1283,1984,3,The Specification and Influence of Asset Markets,3
w1284,1984,3,"Taxation, Wage Variation, and Job Choice",2
w1285,1984,3,Pensions and the Retirement Decision,3
w1286,1984,3,How Big is the Tax Advantage to Debt?,2
w1287,1984,3,"Asset Markets, Exchange Rates and the Balance of Payments",3
w1288,1984,3,New Evidence that Taxes Affect the Valuation of Dividends,2
w1289,1984,3,Exchange Market Intervention Under Alternative Forms of Exogenous Disturbances,2
w1290,1984,3,Labor Compensation and the Structure of Private Pension Plans: Evidence for Contractual Versus Spot Labor Markets,3
w1291,1984,3,Macroeconomics and Finance: The Role of the Stock Market,2
w1292,1984,3,Excess Labor and the Business Cycle,1
